gene ID,gene_symbol,UniGene symbol,GenBank_id,Accession,gene_name,organism,p-value,sample,change_evaluation_by,sex,measurement_method,statistical_method,age_units,min_age_of_control,max_age_of_control,min_age_of_experiment,max_age_of_experiment,link,change_type,n_of_control,n_of_experiment,percent_of_change,FC,logFC,q-value,FDR
,MICB,,,,MHC class I polypeptide-related sequence B,human,">0,01",superior frontal gyrus,mRNA,both,"Microarray, qPCR",linear regression,Years,20,59,60,99,10.1186/1742-2094-9-179,increased gene expression,20,16,"13,28092398",1.1328092398145153,,,
NM_021242,MID1IP1,,,,hypothetical protein STRAIT11499,human,"0,007469410384",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,decreased gene expression,5,4,"-39,75903614","1,66",,,
,MID2,,,NM_052817.1,,human,"0,0132368",muscle,mRNA,both,"Microarray, qPCR",Student t-test,Years,18,28,65,84,10.1371/journal.pone.0000465,decreased gene expression,26,25,-20,"0,8",,,
,MIDORI,MIDORI,,,ortholog of mouse myocytic induction/differentiation originator,human,"0,0104",muscle,mRNA,male,"Microarray, qPCR","Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,10.1152/physiolgenomics.00049.2003,increased gene expression,8,8,"52,6207453",1.526207453,,,6.354174563
,MIDORI,MIDORI,,,likely ortholog of mouse myocytic induction/differentiation originator,human,"0,0104",muscle,mRNA,male,"Microarray, qPCR","Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,10.1152/physiolgenomics.00049.2003,increased gene expression,8,8,"41,58721882",1.4158721882166332,,,8.585534989
,MIER2,KIAA1193,,,KIAA1193 protein,human,"0,00062",muscle,mRNA,male,"Microarray, qPCR","Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,10.1152/physiolgenomics.00049.2003,decreased gene expression,8,8,-23,0.760052799,-0.39582845237109693,5.074085998,
NM_002415,MIF,,,,macrophage migration inhibitory factor (glycosylation-inhibiting factor),human,"0,01644862011",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,decreased gene expression,5,4,"-39,39393939","1,65",,,
,MIPEP,,,NM_005932.1,,human,"0,0013343",muscle,mRNA,both,"Microarray, qPCR",Student t-test,Years,18,28,65,84,10.1371/journal.pone.0000465,decreased gene expression,26,25,-20,"0,8",,,
,MIZ1,,,NM_173206.1,,human,"0,0024753",muscle,mRNA,both,"Microarray, qPCR",Student t-test,Years,18,28,65,84,10.1371/journal.pone.0000465,decreased gene expression,26,25,-20,"0,8",,,
NM_015517,MIZF,,,,MBD2 (methyl-CpG-binding protein)-interacting zinc finger protein,human,"0,0002978983015",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,decreased gene expression,5,4,"-38,65030675","1,63",,,
,MKKS,,,NM_170784.1,,human,"0,0220067",muscle,mRNA,both,"Microarray, qPCR",Student t-test,Years,18,28,65,84,10.1371/journal.pone.0000465,decreased gene expression,26,25,-20,"0,8",,,
AB037859,MKL1,,,,megakaryoblastic leukemia (translocation) 1,human,"0,001115538049",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,decreased gene expression,5,4,"-37,5","1,60",,,
,MKRN1,MKRN1,,,"makorin, ring finger protein, 1",human,"0,0047",muscle,mRNA,male,"Microarray, qPCR","Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,10.1152/physiolgenomics.00049.2003,increased gene expression,8,8,"28,052089",1.28052089,,,4.083053576
,MKRN1,MKRN1,,,"makorin, ring finger protein, 1",human,"0,003",muscle,mRNA,male,"Microarray, qPCR","Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,10.1152/physiolgenomics.00049.2003,increased gene expression,8,8,"21,9685606",1.219685606,,,5.074085998
,MLC1,,,D25217,megalencephalic leukoencephalopathy with subcortical cysts 1,human,"<0,01",frontal cortex,mRNA,both,"Microarray, qPCR, WesternBlot",Spearman rank correlation coefficient,Years,,,26,106,10.1038/nature02661,increased gene expression,,30,61,1.61,,0.002142,
,MLF1,MLF1,,,myeloid leukemia factor 1,human,"0,0148",muscle,mRNA,male,"Microarray, qPCR","Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,10.1152/physiolgenomics.00049.2003,decreased gene expression,8,8,"-37,3636156",0.626363844,,,8.175499961
NM_024629,MLF1IP,,,,KSHV latent nuclear antigen interacting protein 1,human,"0,003835569035",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,increased gene expression,5,4,63,"1,64",,,
,MLH3,MLH3,,,mutL homolog 3 (E. coli),human,"0,00062",muscle,mRNA,male,"Microarray, qPCR","Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,10.1152/physiolgenomics.00049.2003,decreased gene expression,8,8,"-19,7766694",0.802233306,,,4.695695038
AF312918,MLXIP,,,,Mlx interactor,human,"0,0007586620127",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,decreased gene expression,5,4,"-45,35519126","1,83",,,
,MN7,MN7,,,D15F37 (pseudogene),human,"0,003",muscle,mRNA,male,"Microarray, qPCR","Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,10.1152/physiolgenomics.00049.2003,increased gene expression,8,8,44,1.448796742,0.534855207125644,4.057692995,
,MOCS2,,,NM_176806.2,,human,"0,0012857",muscle,mRNA,both,"Microarray, qPCR",Student t-test,Years,18,28,65,84,10.1371/journal.pone.0000465,decreased gene expression,26,25,-20,"0,8",,,
NM_006792,MORF4,,,,mortality factor 4,human,"0,009327402279",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,decreased gene expression,5,4,"-39,39393939","1,65",,,
,MORF4L2,MRGX,,,MORF-related gene X,human,"0,0019",muscle,mRNA,male,"Microarray, qPCR","Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,10.1152/physiolgenomics.00049.2003,increased gene expression,8,8,"15,0399024",1.150399024,,,2.835248776
,MOSPD1,DJ473B4,,,hypothetical protein dJ473B4,human,"0,0047",muscle,mRNA,male,"Microarray, qPCR","Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,10.1152/physiolgenomics.00049.2003,decreased gene expression,8,8,"-12,9442264",0.870557736,,,8.585534989
,MR1,,,,"major histocompatibility complex, class I-related",human,">0,01",entorhinal cortex,mRNA,both,"Microarray, qPCR",linear regression,Years,20,59,60,99,10.1186/1742-2094-9-179,increased gene expression,20,16,"6,784138832",1.0678413883248927,,,
,MR1,,,,"major histocompatibility complex, class I-related",human,">0,01",entorhinal cortex,mRNA,both,"Microarray, qPCR",linear regression,Years,20,59,60,99,10.1186/1742-2094-9-179,decreased gene expression,20,16,"-4,429071714",0.9557092828579461,,,
,MR1,,,,"major histocompatibility complex, class I-related",human,">0,01",entorhinal cortex,mRNA,both,"Microarray, qPCR",linear regression,Years,20,59,60,99,10.1186/1742-2094-9-179,increased gene expression,20,16,"1,181594103",1.0118159410311456,,,
,MR1,,,,"major histocompatibility complex, class I-related",human,">0,01",hippocampus,mRNA,both,"Microarray, qPCR",linear regression,Years,20,59,60,99,10.1186/1742-2094-9-179,increased gene expression,20,16,"23,66806649",1.2366806649471487,,,
,MR1,,,,"major histocompatibility complex, class I-related",human,">0,01",hippocampus,mRNA,both,"Microarray, qPCR",linear regression,Years,20,59,60,99,10.1186/1742-2094-9-179,increased gene expression,20,16,"7,619513484",1.0761951348440708,,,
,MR1,,,,"major histocompatibility complex, class I-related",human,"<0,01",hippocampus,mRNA,both,"Microarray, qPCR",linear regression,Years,20,59,60,99,10.1186/1742-2094-9-179,increased gene expression,20,16,"46,64053793",1.4664053793019376,,,
,MR1,,,,"major histocompatibility complex, class I-related",human,">0,01",Posterior cingulate cortex,mRNA,both,"Microarray, qPCR",linear regression,Years,20,59,60,99,10.1186/1742-2094-9-179,increased gene expression,20,16,"15,62297152",1.156229715169881,,,
,MR1,,,,"major histocompatibility complex, class I-related",human,">0,01",Posterior cingulate cortex,mRNA,both,"Microarray, qPCR",linear regression,Years,20,59,60,99,10.1186/1742-2094-9-179,increased gene expression,20,16,"17,53016096",1.1753016095708388,,,
,MR1,,,,"major histocompatibility complex, class I-related",human,">0,01",Posterior cingulate cortex,mRNA,both,"Microarray, qPCR",linear regression,Years,20,59,60,99,10.1186/1742-2094-9-179,increased gene expression,20,16,"21,21634818",1.212163481790934,,,
,MR1,,,,"major histocompatibility complex, class I-related",human,"<0,01",superior frontal gyrus,mRNA,both,"Microarray, qPCR",linear regression,Years,20,59,60,99,10.1186/1742-2094-9-179,increased gene expression,20,16,"22,3668149",1.2236681489729193,,,
,MR1,,,,"major histocompatibility complex, class I-related",human,">0,01",superior frontal gyrus,mRNA,both,"Microarray, qPCR",linear regression,Years,20,59,60,99,10.1186/1742-2094-9-179,increased gene expression,20,16,"5,921723",1.0592172299958118,,,
,MR1,,,,"major histocompatibility complex, class I-related",human,"<0,01",superior frontal gyrus,mRNA,both,"Microarray, qPCR",linear regression,Years,20,59,60,99,10.1186/1742-2094-9-179,increased gene expression,20,16,"32,21392123",1.3221392122734998,,,
,MRC1,,,NM_002438.1,,human,"0,0091726",muscle,mRNA,both,"Microarray, qPCR",Student t-test,Years,18,28,65,84,10.1371/journal.pone.0000465,increased gene expression,26,25,50,"1,5",,,
,MRPL12,MRPL12,,,mitochondrial ribosomal protein L12,human,"0,0047",muscle,mRNA,male,"Microarray, qPCR","Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,10.1152/physiolgenomics.00049.2003,decreased gene expression,8,8,"-21,5003688",0.784996312,,,5.074085998
,MRPL13,,,NM_014078.4,,human,"0,0007535",muscle,mRNA,both,"Microarray, qPCR",Student t-test,Years,18,28,65,84,10.1371/journal.pone.0000465,decreased gene expression,26,25,-20,"0,8",,,
,MRPL15,,,NM_014175.2,,human,"0,000327",muscle,mRNA,both,"Microarray, qPCR",Student t-test,Years,18,28,65,84,10.1371/journal.pone.0000465,decreased gene expression,26,25,-20,"0,8",,,
,MRPL28,,,U19796,mitochondrial ribosomal protein L28,human,"<0,01",frontal cortex,mRNA,both,"Microarray, qPCR, WesternBlot",Spearman rank correlation coefficient,Years,,,26,106,10.1038/nature02661,decreased gene expression,,30,"-41,52046784",-1.71,,0.002142,
,MRPL30,,,NM_145212.1,,human,"0,0006386",muscle,mRNA,both,"Microarray, qPCR",Student t-test,Years,18,28,65,84,10.1371/journal.pone.0000465,decreased gene expression,26,25,-20,"0,8",,,
,MRPL34,,,NM_023937.2,,human,"0,0081466",muscle,mRNA,both,"Microarray, qPCR",Student t-test,Years,18,28,65,84,10.1371/journal.pone.0000465,decreased gene expression,26,25,-30,"0,7",,,
,MRPL35,,,NM_145644.1,,human,"0,0001657",muscle,mRNA,both,"Microarray, qPCR",Student t-test,Years,18,28,65,84,10.1371/journal.pone.0000465,decreased gene expression,26,25,-30,"0,7",,,
,MRPL35,,,NM_016622.2,,human,"0,0047097",muscle,mRNA,both,"Microarray, qPCR",Student t-test,Years,18,28,65,84,10.1371/journal.pone.0000465,decreased gene expression,26,25,-30,"0,7",,,
,MRPL40,,,,nuclear localization signal deleted in velocardiofacial syndrome,human,"0,0148",muscle,mRNA,male,"Microarray, qPCR","Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,10.1152/physiolgenomics.00049.2003,increased gene expression,8,8,"15,2325689",1.152325689,,,6.354174563
,MRPL41,MRPL41,,,mitochondrial ribosomal protein L41,human,"0,0207",muscle,mRNA,male,"Microarray, qPCR","Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,10.1152/physiolgenomics.00049.2003,decreased gene expression,8,8,"-16,92364274",0.830763572639339,,,7.425651557
,MRPL41,,,NM_032477.1,,human,"0,002906",muscle,mRNA,both,"Microarray, qPCR",Student t-test,Years,18,28,65,84,10.1371/journal.pone.0000465,decreased gene expression,26,25,-30,"0,7",,,
AL136659,MRPL42,,,,mitochondrial ribosomal protein L42,human,"0,0003654515224",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,decreased gene expression,5,4,"-59,67741935","2,48",,,
,MRPL48,MRPL48,,,Mitochondrial ribosomal protein L48,human,"0,00062",muscle,mRNA,male,"Microarray, qPCR","Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,10.1152/physiolgenomics.00049.2003,decreased gene expression,8,8,"-25,4928668",0.745071332,,,4.695695038
,MRPL49,,,NM_004927.2,,human,"0,0077533",muscle,mRNA,both,"Microarray, qPCR",Student t-test,Years,18,28,65,84,10.1371/journal.pone.0000465,increased gene expression,26,25,20,"1,2",,,
,MRPS12,,,Y11681,mitochondrial ribosomal protein S12,human,"<0,01",frontal cortex,mRNA,both,"Microarray, qPCR, WesternBlot",Spearman rank correlation coefficient,Years,,,26,106,10.1038/nature02661,decreased gene expression,,30,"-53,7037037",-2.16,,0.002142,
NM_016065,MRPS16,,,,mitochondrial ribosomal protein S16,human,"0,008132463395",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,decreased gene expression,5,4,"-35,06493506","1,54",,,
,MRPS16,,,NM_016065.2,,human,"0,0009902",muscle,mRNA,both,"Microarray, qPCR",Student t-test,Years,18,28,65,84,10.1371/journal.pone.0000465,decreased gene expression,26,25,-30,"0,7",,,
BC005373,MRPS18B,,,,mitochondrial ribosomal protein S18B,human,"0,02631348078",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,decreased gene expression,5,4,"-37,5","1,60",,,
,MRPS18B,,,NM_014046.2,,human,"0,0042299",muscle,mRNA,both,"Microarray, qPCR",Student t-test,Years,18,28,65,84,10.1371/journal.pone.0000465,decreased gene expression,26,25,-20,"0,8",,,
,MRPS24,MRPS24,,,Mitochondrial ribosomal protein S24,human,"0,0104",muscle,mRNA,male,"Microarray, qPCR","Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,10.1152/physiolgenomics.00049.2003,decreased gene expression,8,8,"-15,71820223",0.8428179776738386,,,8.585534989
,MRPS25,MRPS25,,,Mitochondrial ribosomal protein S25,human,"0,00062",muscle,mRNA,male,"Microarray, qPCR","Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,10.1152/physiolgenomics.00049.2003,decreased gene expression,8,8,"-22,22190883",0.7777809116726851,,,2.835248776
,MRPS28,,,NM_014018.2,,human,"0,0010349",muscle,mRNA,both,"Microarray, qPCR",Student t-test,Years,18,28,65,84,10.1371/journal.pone.0000465,decreased gene expression,26,25,-30,"0,7",,,
,MRPS33,,,NM_053035.1,,human,"0,0002752",muscle,mRNA,both,"Microarray, qPCR",Student t-test,Years,18,28,65,84,10.1371/journal.pone.0000465,decreased gene expression,26,25,-30,"0,7",,,
,MRPS5,MRPS5,,,mitochondrial ribosomal protein S5,human,"0,0207",muscle,mRNA,male,"Microarray, qPCR","Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,10.1152/physiolgenomics.00049.2003,decreased gene expression,8,8,"-17,93409086",0.8206590914132043,,,8.175499961
,MRPS5,,,NM_031902.3,,human,"0,0119079",muscle,mRNA,both,"Microarray, qPCR",Student t-test,Years,18,28,65,84,10.1371/journal.pone.0000465,decreased gene expression,26,25,-20,"0,8",,,
U04045,MSH2,,,,"mutS homolog 2, colon cancer, nonpolyposis type 1 (E. coli)",human,"0,01457380049",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,decreased gene expression,5,4,"-48,1865285","1,93",,,
D89646,MSH6,,,,mutS homolog 6 (E. coli),human,"0,0008979062847",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,decreased gene expression,5,4,"-60,78431373","2,55",,,
,MSN,,,Z98946,moesin,human,"<0,01",frontal cortex,mRNA,both,"Microarray, qPCR, WesternBlot",Spearman rank correlation coefficient,Years,,,26,106,10.1038/nature02661,increased gene expression,,30,66,1.66,,0.003812139,
NM_012228,MSRB2,,,,pilin-like transcription factor,human,"0,02302988096",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,decreased gene expression,5,4,"-40,11976048","1,67",,,
,MT1F,,,,metallothionein 1F,human,"0,0019",muscle,mRNA,male,"Microarray, qPCR","Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,10.1152/physiolgenomics.00049.2003,increased gene expression,8,8,"46,8186266",1.468186266,,,4.057692995
,MT1G,,,J03910,metallothionein 1G,human,"<0,01",frontal cortex,mRNA,both,"Microarray, qPCR, WesternBlot",Spearman rank correlation coefficient,Years,,,26,106,10.1038/nature02661,increased gene expression,,30,122,2.22,,0.005124108,
,MT1L,MT1L,,,metallothionein 1L,human,"0,003",muscle,mRNA,male,"Microarray, qPCR","Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,10.1152/physiolgenomics.00049.2003,increased gene expression,8,8,"61,2297932",1.612297932,,,8.585534989
,MT1X,MT1X,,,metallothionein 1X,human,"0,00062",muscle,mRNA,male,"Microarray, qPCR","Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,10.1152/physiolgenomics.00049.2003,increased gene expression,8,8,"77,7302783",1.777302783,,,7.425651557
,MT1X,,,NM_005952.2,,human,"0,0004931",muscle,mRNA,both,"Microarray, qPCR",Student t-test,Years,18,28,65,84,10.1371/journal.pone.0000465,increased gene expression,26,25,90,"1,9",,,
,MT2A,,,R92331,metallothionein 2A,human,"<0,01",frontal cortex,mRNA,both,"Microarray, qPCR, WesternBlot",Spearman rank correlation coefficient,Years,,,26,106,10.1038/nature02661,increased gene expression,,30,72,1.72,,0.002142,
,MT2A,,,AI547258,metallothionein 2A,human,"<0,01",frontal cortex,mRNA,both,"Microarray, qPCR, WesternBlot",Spearman rank correlation coefficient,Years,,,26,106,10.1038/nature02661,increased gene expression,,30,51,1.51,,0.002142,
,MT2A,MT2A,,,metallothionein 2A,human,"0,0011",muscle,mRNA,male,"Microarray, qPCR","Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,10.1152/physiolgenomics.00049.2003,increased gene expression,8,8,"86,5659401",1.865659401,,,5.074085998
NM_005953,MT2A,,,,metallothionein 2A,human,"0,000753084063",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,increased gene expression,5,4,78,"1,78",,,
NM_004739,MTA2,,,,hypothetical protein FLJ35827,human,"0,00476751489",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,increased gene expression,5,4,59,"1,59",,,
,MTIF2,,,NM_002453.1,,human,"0,0214918",muscle,mRNA,both,"Microarray, qPCR",Student t-test,Years,18,28,65,84,10.1371/journal.pone.0000465,decreased gene expression,26,25,-30,"0,7",,,
,MTIF3,,,NM_152912.3,,human,"0,0225443",muscle,mRNA,both,"Microarray, qPCR",Student t-test,Years,18,28,65,84,10.1371/journal.pone.0000465,decreased gene expression,26,25,-20,"0,8",,,
U58033,MTMR2,,,,myotubularin related protein 2,human,"0,01049907258",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,decreased gene expression,5,4,"-40,47619048","1,68",,,
,MTMR4,,,NM_004687.3,,human,"0,0020031",muscle,mRNA,both,"Microarray, qPCR",Student t-test,Years,18,28,65,84,10.1371/journal.pone.0000465,increased gene expression,26,25,30,"1,3",,,
,MTO1,,,NM_012123.1,,human,"0,0382229",muscle,mRNA,both,"Microarray, qPCR",Student t-test,Years,18,28,65,84,10.1371/journal.pone.0000465,decreased gene expression,26,25,-20,"0,8",,,
,MTOR,,,L34075,FK506 binding protein 12-rapamycin associated protein 1,human,"<0,01",frontal cortex,mRNA,both,"Microarray, qPCR, WesternBlot",Spearman rank correlation coefficient,Years,,,26,106,10.1038/nature02661,decreased gene expression,,30,"-48,45360825",-1.94,,0.002142,
,MTRR,,,AF025794,5-methyltetrahydrofolate-homocysteine methyltransferase reductase,human,"<0,01",frontal cortex,mRNA,both,"Microarray, qPCR, WesternBlot",Spearman rank correlation coefficient,Years,,,26,106,10.1038/nature02661,increased gene expression,,30,57,1.57,,0.008787446,
